patent_title,IPC_1,IPC_2,IPC_3,IPC_4,inventor_countries,coords
Composition and method for forming a doped oxide film,H01L,,,,"[""US""]","[[""33.0137"", ""-96.6925""], [""33.0137"", ""-96.6925""], [""32.9126"", ""-96.6389""]]"
Continuous process for fabricating solar cells and the product produced thereby,B08B,,,,"[""US""]","[[""47.6144"", ""-122.192""], [""47.3827"", ""-122.227""], [""47.6038"", ""-122.33""]]"
Solar cells,H01L,,,,"[""US""]","[[""42.3834"", ""-71.4162""]]"
Apparatus including effectively intrinsic semiconductor for converting radiant energy into electric energy,G01T,,,,"[""US""]","[[""37.2709"", ""-76.7074""]]"
Waveform capture device,G11C,,,,"[""US""]","[[""37.3791"", ""-122.117""]]"
Light-emitting display device including light diffusing film,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.445"", ""139.637""]]"
Molded LED indicator,H05B,,,,"[""US""]","[[""37.4443"", ""-122.16""]]"
"Low power write-once, read-only memory array",G11C,,,,"[""US""]","[[""37.3229"", ""-122.032""], [""37.3362"", ""-121.891""], [""37.6138"", ""-122.487""]]"
Resistive film stabilization of coplanar AMP device,H03F,,,,"[""US""]","[[""39.0818"", ""-77.1517""], [""39.1626"", ""-76.6251""]]"
Cascade charge coupled delay line device for compound delays,H03H,H03K,H01L,,"[""US""]","[[""37.4443"", ""-122.16""], [""37.3791"", ""-122.117""], [""37.4688"", ""-122.141""]]"
Semiconductor controlled luminescent device,H01L,,,,"[""JP""]","[[""34.7862"", ""135.408""]]"
Optoelectronic displays using uniformly spaced arrays of semisphere light emitting diodes and method of fabricating same,H01L,,,,"[""US""]","[[""33.0137"", ""-96.6925""]]"
Unidirectional optical device and regenerator,H01L,,,,"[""US""]","[[""40.3607"", ""-74.0382""], [""40.4037"", ""-73.9915""], [""40.3451"", ""-74.184""]]"
Semiconductor apparatus,H01L,,,,"[""US""]","[[""44.8897"", ""-93.3501""], [""44.9708"", ""-93.5119""]]"
Silicon base CCD-bipolar transistor compatible methods and products,H01L,,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Voltage dividing circuit in IC structure,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.7252"", ""139.477""]]"
Complementary MOSFET device,,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.3648"", ""139.465""]]"
Semiconductor structure for millimeter waves,H01L,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
MOS ram cell having improved refresh time,G11C,,,,"[""US""]","[[""32.7763"", ""-96.7969""], [""32.7763"", ""-96.7969""], [""32.9482"", ""-96.7297""], [""32.7763"", ""-96.7969""]]"
High temperature refractory metal contact assembly and multiple layer interconnect structure,B01J,,,,"[""US""]","[[""37.2638"", ""-122.023""]]"
Manufacture of solar cells,H01L,,,,"[""US""]","[[""42.5751"", ""-70.9301""]]"
Temperature equalizing element for a conduction cooling module,F28F,,,,"[""US""]","[[""41.7066"", ""-73.9284""], [""41.7066"", ""-73.9284""]]"
Silicon tetrachloride epitaxial process for producing very sharp autodoping profiles and very low defect densities on substrates with high concentration buried impurity layers utilizing a preheating in hydrogen,H01L,,,,"[""US""]","[[""41.7066"", ""-73.9284""]]"
Method of manufacturing intergrated injection logic semiconductor devices utilizing self-aligned double-diffusion techniques,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Method of making a metalized substrate having a thin film barrier layer,C25D,,,,"[""US""]","[[""45.4872"", ""-122.804""], [""45.5202"", ""-122.674""]]"
Semiconductor device having a high breakdown voltage junction characteristic,H01L,,,,"[""US""]","[[""32.7763"", ""-96.7969""], [""32.9482"", ""-96.7297""], [""32.7763"", ""-96.7969""]]"
Semiconductor light-emitting device,H01L,,,,"[""GE""]","[[""41.6935"", ""44.8014""], [""41.6935"", ""44.8014""]]"
Integrated circuit using an insulated gate field effect transistor,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.5642"", ""139.443""], [""35.5656"", ""139.236""]]"
Photovoltaic cell with junction-free essentially-linear connections to its contacts,H01L,,,,"[""US""]","[[""38.5923"", ""-90.3564""]]"
Photosensitive matrix with substrate,H01L,,,,"[""DE""]","[[""50.1394"", ""8.15057""]]"
Gated collector lateral transistor structure and circuits using same,H01L,,,,"[""US""]","[[""37.452"", ""-122.178""]]"
Molded semiconductor device with header leads,H01L,,,,"[""JP""]","[[""34.834"", ""135.554""], [""34.834"", ""135.554""]]"
Electrically programmable read-only-memory device,G11C,,,,"[""US""]","[[""33.1581"", ""-117.351""], [""32.9628"", ""-117.036""], [""33.1217"", ""-117.081""], [""39.5261"", ""-119.813""]]"
Method of fabricating an MNOS memory device,B01J,,,,"[""US""]","[[""33.7495"", ""-117.873""]]"
Annealing of uncapped compound semiconductor materials by pulsed energy deposition,H01L,,,,"[""US""]","[[""40.4959"", ""-74.4243""], [""40.6834"", ""-74.4426""]]"
Process of making field effect transistor having improved threshold stability by ion-implantation,H01L,,,,"[""US""]","[[""41.584"", ""-73.8087""], [""41.584"", ""-73.8087""], [""41.5966"", ""-73.9112""]]"
Method of manufacturing semiconductor devices having isoelectronically built-in nitrogen and having the p-n junction formed subsequent to the deposition process,H01L,,,,"[""FR""]","[[""49.1813"", ""-0.363562""], [""49.1813"", ""-0.363562""], [""49.1813"", ""-0.363562""]]"
Equilibrium growth technique for preparing PbS.sub.x Se.sub.1-x epilayers,H01L,,,,"[""US""]","[[""38.9959"", ""-77.0276""]]"
Method of diffusing aluminum into silicon substrate for manufacturing semiconductor device,H01L,,,,"[""JP""]","[[""36.5991"", ""140.65""], [""36.5991"", ""140.65""], [""36.5991"", ""140.65""]]"
Method of providing thinned layer of epitaxial semiconductor material having substantially uniform reverse breakdown voltage characteristic,C25F,B23P,,,"[""US""]","[[""33.4151"", ""-111.831""]]"
Method of increasing field inversion threshold voltage and reducing leakage current and electrical noise in semiconductor devices,H01L,,,,"[""US""]","[[""32.2229"", ""-110.975""], [""32.2229"", ""-110.975""]]"
Method for forming intermetallic layers in thin films for improved electromigration resistance,B05D,,,,"[""US""]","[[""41.5356"", ""-73.8987""], [""41.3723"", ""-73.7335""]]"
Photoelectric transducing unit and system for detecting the sharpness of the image of object by means of the unit -and- a focusing arrangement,G01J,,,,"[""DE""]","[[""48.0632"", ""8.4945""]]"
Logic element having low power consumption,H03K,,,,"[""FR""]","[[""48.8535"", ""2.34839""]]"
CCD Gray-to-binary code generator,H04L,,,,"[""US""]","[[""40.3162"", ""-74.5138""]]"
Solid-state imaging device,H01L,,,,"[""JP""]","[[""35.7097"", ""139.454""], [""35.6828"", ""139.759""]]"
Redundant charge-coupled device and method,G11C,,,,"[""US""]","[[""41.584"", ""-73.8087""]]"
Method of manufacturing power semiconductors with pressed contacts,H01L,,,,"[""FR""]","[[""48.6992"", ""2.18746""], [""48.6992"", ""2.18746""]]"
Multi-contact connector for ceramic substrate packages and the like,H01R,,,,"[""US""]","[[""40.2855"", ""-76.6506""], [""40.1351"", ""-76.8597""]]"
Zener diode incorporating an ion implanted layer establishing the breakdown point below the surface,H01L,,,,"[""US""]","[[""37.3541"", ""-121.955""], [""37.2638"", ""-122.023""]]"
Forming semiconductor devices having ion implanted and diffused regions,H01L,,,,"[""US""]","[[""41.7445"", ""-73.8212""]]"
Control techniques for annealing semiconductors,H01L,,,,"[""US""]","[[""40.4959"", ""-74.4243""], [""40.6834"", ""-74.4426""], [""40.6723"", ""-74.3574""], [""40.5684"", ""-74.5385""], [""40.6418"", ""-74.836""]]"
"Method of manufacturing solar cells, utilizing single-crystal whisker growth",H01L,,,,"[""DE""]","[[""49.5978"", ""11.0038""]]"
Semiconductor structures and methods for manufacturing such structures,H01L,,,,"[""US""]","[[""42.5048"", ""-71.1956""]]"
Process for epitaxially growing a gallium arsenide layer having reduced silicon contaminants on a gallium arsenide substrate,H01L,,,,"[""US""]","[[""37.3362"", ""-121.891""], [""33.8322"", ""-118.252""], [""33.6783"", ""-118""]]"
Process of making a radiation responsive device,H01L,,,,"[""US""]","[[""41.0762"", ""-73.8587""], [""40.9126"", ""-73.8371""], [""41.2898"", ""-73.9205""]]"
Method of producing semiconductor device involving the use of silicon nitride as an oxidation mask,H01L,,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.445"", ""139.637""], [""34.8154"", ""134.685""], [""35.445"", ""139.637""]]"
Chemical ablation of single crystal alkaline earth metal halide,H01L,,,,"[""US""]","[[""42.4853"", ""-83.3772""], [""33.6783"", ""-118""]]"
Method of controlling silicon wafer etching rates-utilizing a diazine catalyzed etchant,H01L,C09K,,,"[""US""]","[[""40.7127"", ""-74.006""], [""41.2709"", ""-73.7776""], [""41.2898"", ""-73.9205""], [""41.2709"", ""-73.7776""]]"
Photocoupling structure for a solid state power control device,G02B,,,,"[""US""]","[[""43.035"", ""-87.9225""]]"
Charge transfer circuit with leakage current compensating means,G11C,H03K,,,"[""US""]","[[""42.8265"", ""-73.9643""], [""42.8265"", ""-73.9643""]]"
Flip-flop circuit,H03K,,,,"[""JP""]","[[""35.5305"", ""139.703""]]"
Negative resistance element circuit combinations,H03F,,,,"[""JP""]","[[""35.7355"", ""139.55""]]"
Charge transfer circuit with leakage current compensating means,H03K,,,,"[""US""]","[[""42.8265"", ""-73.9643""], [""42.8265"", ""-73.9643""]]"
Combined ohmic and Schottky output transistors for logic circuit,H01L,,,,"[""US""]","[[""40.6809"", ""-75.7519""]]"
Two-phase continuous poly silicon gate CCD,H01L,G11C,B01J,,"[""US""]","[[""33.4484"", ""-112.074""], [""33.5387"", ""-112.186""]]"
Gate turn-off semiconductor controlled rectifier device with highly doped buffer region portion,H01L,,,,"[""US""]","[[""41.8091"", ""-78.4463""]]"
Solid state tunable capacitor,H01L,,,,"[""US""]","[[""38.834"", ""-104.825""]]"
Glass for the passivation of semiconductor devices,H01L,C03C,,,"[""NL""]","[[""51.4393"", ""5.47863""]]"
Signal processing apparatus,G06G,,,,"[""US""]","[[""42.8265"", ""-73.9643""]]"
Semiconductor memory,G11C,,,,"[""DE""]","[[""48.3442"", ""12.1311""], [""48.0677"", ""11.3797""]]"
Method of construction of a multi-cell solar array,B01J,,,,"[""US""]","[[""34.7298"", ""-86.5859""], [""34.7298"", ""-86.5859""], [""34.7298"", ""-86.5859""]]"
High bandgap window layer for gaas solar cells and fabrication process therefor,B01J,,,,"[""US""]","[[""34.0356"", ""-118.689""]]"
Flexible thermal connector for enhancing conduction cooling,F28F,,,,"[""US""]","[[""41.7066"", ""-73.9284""], [""41.1265"", ""-73.714""], [""42.12"", ""-85.5328""]]"
Process for cleaning semi-conductor discs,B08B,,,,"[""DE""]","[[""48.169"", ""12.8305""]]"
Electrically conductive perylene derivatives,H01C,,,,"[""DE""]","[[""49.5218"", ""8.06195""], [""47.8178"", ""9.05657""]]"
Operating circuitry for semiconductor charge coupled devices,G11C,H01L,H03K,H03H,"[""US""]","[[""37.2638"", ""-122.023""], [""37.3791"", ""-122.117""]]"
Miniature contactless switching unit,H01L,H01H,,,"[""JP""]","[[""35.8616"", ""139.646""], [""35.445"", ""139.637""]]"
Charge transfer transversal filter,H03H,G11C,G06G,,"[""US""]","[[""37.2871"", ""-121.945""], [""37.8045"", ""-122.271""]]"
Passivated V-gate GaAs field-effect transistor,H01L,,,,"[""US""]","[[""34.1432"", ""-118.738""]]"
Integrated semiconductor memory device,G11C,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.5305"", ""139.703""], [""35.445"", ""139.637""], [""35.445"", ""139.637""], [""35.5305"", ""139.703""]]"
Method for manufacturing a semiconductor device,B01J,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.4727"", ""139.461""], [""35.445"", ""139.637""]]"
Localized oxidation enhancement for an integrated injection logic circuit,H01L,,,,"[""US""]","[[""38.6537"", ""-77.6405""], [""38.7509"", ""-77.4753""]]"
Utilizing polysilicon diffusion sources and special masking techniques,H01L,,,,"[""US""]","[[""41.2709"", ""-73.7776""], [""41.2709"", ""-73.7776""]]"
Process to obtain conductive and resistive elements in microwave microcircuits,C25D,,,,"[""IT""]","[[""41.8933"", ""12.4829""], [""41.8933"", ""12.4829""], [""41.8933"", ""12.4829""]]"
Electroluminescent display and circuit protective device and method of making,H01J,H01H,H05B,,"[""US""]","[[""40.3881"", ""-75.918""]]"
Protective system for power stage of monolithic circuitry,H03F,,,,"[""IT""]","[[""45.5834"", ""9.27353""], [""45.4907"", ""9.29482""]]"
Superconducting transistor,H01L,,,,"[""US""]","[[""41.7729"", ""-88.1479""]]"
Heterojunction confinement field effect transistor,H01L,,,,"[""US""]","[[""37.452"", ""-122.178""], [""38.0293"", ""-78.4767""]]"
Control circuit for signal transmission,H01L,,,,"[""JP""]","[[""35.4648"", ""139.324""], [""35.66"", ""139.555""], [""35.4648"", ""139.324""], [""35.7252"", ""139.477""]]"
Bucket-brigade charge transfer means for filters and other applications,H01L,G11C,H03H,,"[""US""]","[[""37.2871"", ""-121.945""]]"
Coaxial nuclear radiation detector with deep junction and radial field gradient,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""]]"
Photo detector cell,H01L,,,,"[""US""]","[[""44.536"", ""-73.2058""]]"
High power transistor,H01L,,,,"[""JP""]","[[""35.3296"", ""139.544""], [""35.5305"", ""139.703""], [""35.5305"", ""139.703""], [""35.2729"", ""139.593""], [""35.445"", ""139.637""]]"
Gate controlled bidirectional semiconductor switching device having two base regions each having a different depth from an adjacent surface,H01L,,,,"[""US""]","[[""40.5293"", ""-75.3932""], [""40.5293"", ""-75.3932""], [""40.5293"", ""-75.3932""]]"
Semiconductor device,H01L,,,,"[""NL""]","[[""51.8475"", ""5.86378""]]"
Deep diode devices,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Method of manufacturing a field effect transistor,B01J,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.5305"", ""139.703""], [""35.6828"", ""139.759""]]"
Packaging structure for semiconductor IC chip and method of packaging the same,B01J,,,,"[""JP""]","[[""35.7097"", ""139.454""], [""33.8395"", ""132.765""]]"
Method of fabricating a high electrical frequency infrared detector by vacuum deposition,H01L,,,,"[""US""]","[[""38.9959"", ""-77.0276""]]"
Filters for photo-detectors,H01J,,,,"[""DE""]","[[""47.8831"", ""11.7005""], [""48.3629"", ""7.76366""]]"
Device for coupling transistors operated in I.sup.2 L to a transistor operated at a higher bias-current,H03K,H01L,,,"[""NL""]","[[""51.4393"", ""5.47863""], [""51.4393"", ""5.47863""]]"
Semiconductor device,H01L,,,,"[""US""]","[[""41.8091"", ""-78.4463""]]"
CCD comb filters,H04N,H01L,,,"[""US""]","[[""40.2206"", ""-74.7597""]]"
Monolithically integrated storage cells,G11C,,,,"[""US""]","[[""41.2898"", ""-73.9205""]]"
Stratified charge ram having an opposite dopant polarity MOSFET switching circuit,G11C,,,,"[""US""]","[[""37.3791"", ""-122.117""]]"
Resistive gate FET flip-flop storage cell,G11C,,,,"[""US""]","[[""38.8827"", ""-77.2922""]]"
Semiconductor memory device with a plurality of memory cells and a sense amplifier circuit thereof,G11C,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.445"", ""139.637""]]"
High output solar cells,H01L,,,,"[""US""]","[[""40.5883"", ""-79.7298""]]"
Solar cell manufacture,H01L,,,,"[""US""]","[[""34.1816"", ""-118.326""], [""34.1816"", ""-118.326""]]"
Method of forming a metal interconnect structure for integrated circuits,C25D,H01L,,,"[""US""]","[[""32.7174"", ""-117.163""]]"
Silicon nitride film and method of deposition,B05D,,,,"[""US""]","[[""37.4443"", ""-122.16""]]"
Low expansion low resistivity composite powder metallurgy member and method of making the same,B22F,,,,"[""US""]","[[""40.3353"", ""-75.9279""]]"
Lead frame having integral terminal tabs,H01L,,,,"[""US""]","[[""40.2663"", ""-76.8861""]]"
I.sup.2 L interface with external inputs and method thereof,H03K,,,,"[""US""]","[[""33.4151"", ""-111.831""]]"
Current hogging injection logic with self-aligned output transistors,H01L,H03K,,,"[""DE""]","[[""48.7785"", ""9.18001""], [""48.7084"", ""9.00355""]]"
Gapped gate charge-flow transistor with a thin film sensor having two modes of conduction within the gapped gate used to sense a property of the ambient environment,G01N,H01L,,,"[""US""]","[[""42.3751"", ""-71.1056""]]"
Heterojunction semiconductor device,H01L,,,,"[""US""]","[[""40.2206"", ""-74.7597""]]"
Thyristor having improved cooling and improved high frequency operation with adjacent control terminals,H01L,,,,"[""DE""]","[[""48.1371"", ""11.5754""], [""48.1371"", ""11.5754""], [""48.1371"", ""11.5754""]]"
Semi-insulating gallium arsenide single crystal,H01L,,,,"[""JP""]","[[""34.6938"", ""135.501""], [""34.6938"", ""135.501""], [""34.6938"", ""135.501""]]"
"Straight, uniform thermalmigration of fine lines",H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""], [""42.9117"", ""-73.8682""]]"
Formation of heterojunctions utilizing back-side surface roughening for stress relief,H01L,,,,"[""US""]","[[""28.0915"", ""-80.5662""]]"
Droplet migration doping using reactive carriers and dopants,H01L,,,,"[""US""]","[[""43.1065"", ""-76.2177""], [""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Enhanced line stability by alloying of deposition,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Method for hermetically sealing an electronic circuit package,B29C,,,,"[""US""]","[[""42.1129"", ""-76.021""]]"
Charge transfer device for processing video-frequency signals,H03K,,,,"[""NL""]","[[""51.4393"", ""5.47863""], [""51.4393"", ""5.47863""]]"
Electroluminescent optical devices,H05B,,,,"[""US""]","[[""40.7182"", ""-74.3592""], [""40.797"", ""-74.481""]]"
